county_name,sample_date,parameter,result,reporting_limit,units
Alameda,06/05/1961 09:45,Total Hardness,318,1.00000000,mg/L as CaCO3
Alameda,06/06/1963 08:30,Total Hardness,265,1.00000000,mg/L as CaCO3
Alameda,06/07/1967 10:00,Total Hardness,185,1.00000000,mg/L as CaCO3
Alameda,06/08/1965 11:20,Total Hardness,278,1.00000000,mg/L as CaCO3
Alameda,06/12/1964 08:30,Total Hardness,256,1.00000000,mg/L as CaCO3
Alameda,06/14/1962 08:55,Total Hardness,264,1.00000000,mg/L as CaCO3
Alameda,07/16/1968 00:00,Total Hardness,203,1.00000000,mg/L as CaCO3
Alameda,07/27/1977 13:45,Total Hardness,295,1.00000000,mg/L as CaCO3
Alameda,08/04/1976 09:35,Total Hardness,196,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 08:20,Total Hardness,231,1.00000000,mg/L as CaCO3
Alameda,09/02/1962 00:00,Total Hardness,252,1.00000000,mg/L as CaCO3
Alameda,09/02/1965 00:00,Total Hardness,223,1.00000000,mg/L as CaCO3
Alameda,09/05/1961 10:30,Total Hardness,305,1.00000000,mg/L as CaCO3
Alameda,09/13/1966 08:30,Total Hardness,186,1.00000000,mg/L as CaCO3
Alameda,09/15/1963 00:00,Total Hardness,258,1.00000000,mg/L as CaCO3
Alameda,09/17/1964 09:05,Total Hardness,170,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 10:45,Total Hardness,170,1.00000000,mg/L as CaCO3
Alameda,09/20/1978 13:30,Total Hardness,234,1.00000000,mg/L as CaCO3
Alameda,10/01/1975 09:20,Total Hardness,232,1.00000000,mg/L as CaCO3
Alameda,12/03/1964 08:15,Total Hardness,192,1.00000000,mg/L as CaCO3
Alameda,12/05/1962 10:00,Total Hardness,222,1.00000000,mg/L as CaCO3
Alameda,12/05/1963 07:30,Total Hardness,229,1.00000000,mg/L as CaCO3
Alameda,12/07/1960 11:00,Total Hardness,289,1.00000000,mg/L as CaCO3
Alameda,12/07/1961 10:00,Total Hardness,301,1.00000000,mg/L as CaCO3
Alameda,12/07/1965 09:30,Total Hardness,189,1.00000000,mg/L as CaCO3
Alameda,12/13/1966 10:20,Total Hardness,209,1.00000000,mg/L as CaCO3
Alameda,05/28/1951 00:00,Total Hardness,238,1.00000000,mg/L as CaCO3
Alameda,09/20/1950 12:45,Total Hardness,346,1.00000000,mg/L as CaCO3
Alameda,01/10/1957 11:50,Total Hardness,300,1.00000000,mg/L as CaCO3
Alameda,01/15/1958 10:10,Total Hardness,272,1.00000000,mg/L as CaCO3
Alameda,02/11/1957 00:00,Total Hardness,296,1.00000000,mg/L as CaCO3
Alameda,02/11/1958 13:15,Total Hardness,272,1.00000000,mg/L as CaCO3
Alameda,03/06/1961 10:45,Total Hardness,257,1.00000000,mg/L as CaCO3
Alameda,03/07/1960 11:05,Total Hardness,262,1.00000000,mg/L as CaCO3
Alameda,03/07/1963 11:00,Total Hardness,243,1.00000000,mg/L as CaCO3
Alameda,03/13/1957 08:30,Total Hardness,296,1.00000000,mg/L as CaCO3
Alameda,03/15/1962 11:45,Total Hardness,268,1.00000000,mg/L as CaCO3
Alameda,03/16/1959 00:00,Total Hardness,264,1.00000000,mg/L as CaCO3
Alameda,03/19/1956 09:40,Total Hardness,309,1.00000000,mg/L as CaCO3
Alameda,04/15/1958 10:00,Total Hardness,272,1.00000000,mg/L as CaCO3
Alameda,04/17/1957 00:00,Total Hardness,302,1.00000000,mg/L as CaCO3
Alameda,04/18/1956 10:10,Total Hardness,312,1.00000000,mg/L as CaCO3
Alameda,05/08/1958 00:00,Total Hardness,269,1.00000000,mg/L as CaCO3
Alameda,05/16/1956 10:00,Total Hardness,316,1.00000000,mg/L as CaCO3
Alameda,05/28/1957 16:00,Total Hardness,288,1.00000000,mg/L as CaCO3
Alameda,06/01/1959 16:55,Total Hardness,260,1.00000000,mg/L as CaCO3
Alameda,06/05/1961 08:55,Total Hardness,259,1.00000000,mg/L as CaCO3
Alameda,06/06/1960 00:00,Total Hardness,257,1.00000000,mg/L as CaCO3
Alameda,06/06/1963 09:45,Total Hardness,293,1.00000000,mg/L as CaCO3
Alameda,06/10/1958 00:00,Total Hardness,271,1.00000000,mg/L as CaCO3
Alameda,06/13/1957 10:55,Total Hardness,287,1.00000000,mg/L as CaCO3
Alameda,06/14/1962 09:30,Total Hardness,271,1.00000000,mg/L as CaCO3
Alameda,06/21/1956 12:00,Total Hardness,313,1.00000000,mg/L as CaCO3
Alameda,06/28/1951 00:00,Total Hardness,340,1.00000000,mg/L as CaCO3
Alameda,07/24/1957 07:15,Total Hardness,276,1.00000000,mg/L as CaCO3
Alameda,08/05/1953 00:00,Total Hardness,320,1.00000000,mg/L as CaCO3
Alameda,08/07/1958 00:00,Total Hardness,271,1.00000000,mg/L as CaCO3
Alameda,08/10/1954 09:45,Total Hardness,317,1.00000000,mg/L as CaCO3
Alameda,08/20/1957 11:05,Total Hardness,272,1.00000000,mg/L as CaCO3
Alameda,08/23/1956 10:05,Total Hardness,304,1.00000000,mg/L as CaCO3
Alameda,09/04/1958 10:35,Total Hardness,278,1.00000000,mg/L as CaCO3
Alameda,09/04/1959 13:00,Total Hardness,266,1.00000000,mg/L as CaCO3
Alameda,09/05/1951 00:00,Total Hardness,366,1.00000000,mg/L as CaCO3
Alameda,09/05/1961 11:00,Total Hardness,267,1.00000000,mg/L as CaCO3
Alameda,09/06/1962 00:00,Total Hardness,269,1.00000000,mg/L as CaCO3
Alameda,09/10/1957 00:00,Total Hardness,282,1.00000000,mg/L as CaCO3
Alameda,09/14/1956 08:55,Total Hardness,304,1.00000000,mg/L as CaCO3
Alameda,09/21/1960 12:15,Total Hardness,258,1.00000000,mg/L as CaCO3
Alameda,10/11/1956 10:15,Total Hardness,300,1.00000000,mg/L as CaCO3
Alameda,10/16/1957 10:25,Total Hardness,281,1.00000000,mg/L as CaCO3
Alameda,11/13/1957 00:00,Total Hardness,279,1.00000000,mg/L as CaCO3
Alameda,11/16/1956 09:00,Total Hardness,292,1.00000000,mg/L as CaCO3
Alameda,12/05/1962 09:30,Total Hardness,276,1.00000000,mg/L as CaCO3
Alameda,12/07/1960 10:00,Total Hardness,259,1.00000000,mg/L as CaCO3
Alameda,12/07/1961 09:30,Total Hardness,267,1.00000000,mg/L as CaCO3
Alameda,12/10/1956 10:40,Total Hardness,313,1.00000000,mg/L as CaCO3
Alameda,12/11/1958 00:00,Total Hardness,214,1.00000000,mg/L as CaCO3
Alameda,12/16/1959 13:50,Total Hardness,260,1.00000000,mg/L as CaCO3
Alameda,12/18/1957 11:45,Total Hardness,279,1.00000000,mg/L as CaCO3
Alameda,01/10/1957 11:40,Total Hardness,302,1.00000000,mg/L as CaCO3
Alameda,01/15/1958 10:00,Total Hardness,290,1.00000000,mg/L as CaCO3
Alameda,02/11/1958 13:30,Total Hardness,276,1.00000000,mg/L as CaCO3
Alameda,03/07/1960 11:00,Total Hardness,362,1.00000000,mg/L as CaCO3
Alameda,03/13/1957 08:20,Total Hardness,310,1.00000000,mg/L as CaCO3
Alameda,03/16/1959 00:00,Total Hardness,263,1.00000000,mg/L as CaCO3
Alameda,03/19/1956 09:30,Total Hardness,331,1.00000000,mg/L as CaCO3
Alameda,04/15/1958 10:00,Total Hardness,268,1.00000000,mg/L as CaCO3
Alameda,04/17/1957 00:00,Total Hardness,304,1.00000000,mg/L as CaCO3
Alameda,04/18/1956 09:55,Total Hardness,333,1.00000000,mg/L as CaCO3
Alameda,05/08/1958 00:00,Total Hardness,261,1.00000000,mg/L as CaCO3
Alameda,05/13/1957 08:20,Total Hardness,298,1.00000000,mg/L as CaCO3
Alameda,05/16/1956 09:48,Total Hardness,336,1.00000000,mg/L as CaCO3
Alameda,06/01/1959 16:45,Total Hardness,266,1.00000000,mg/L as CaCO3
Alameda,06/06/1960 00:00,Total Hardness,78,1.00000000,mg/L as CaCO3
Alameda,06/10/1958 00:00,Total Hardness,264,1.00000000,mg/L as CaCO3
Alameda,06/13/1957 11:00,Total Hardness,296,1.00000000,mg/L as CaCO3
Alameda,06/21/1956 12:00,Total Hardness,338,1.00000000,mg/L as CaCO3
Alameda,07/14/1960 09:30,Total Hardness,451,1.00000000,mg/L as CaCO3
Alameda,07/15/1957 00:00,Total Hardness,289,1.00000000,mg/L as CaCO3
Alameda,07/29/1953 14:00,Total Hardness,322,1.00000000,mg/L as CaCO3
Alameda,08/07/1958 00:00,Total Hardness,278,1.00000000,mg/L as CaCO3
Alameda,08/20/1957 00:00,Total Hardness,280,1.00000000,mg/L as CaCO3
Alameda,08/23/1956 09:55,Total Hardness,324,1.00000000,mg/L as CaCO3
Alameda,09/04/1958 10:35,Total Hardness,279,1.00000000,mg/L as CaCO3
Alameda,09/04/1959 13:30,Total Hardness,284,1.00000000,mg/L as CaCO3
Alameda,09/10/1957 00:00,Total Hardness,297,1.00000000,mg/L as CaCO3
Alameda,09/14/1956 08:45,Total Hardness,325,1.00000000,mg/L as CaCO3
Alameda,09/21/1960 12:35,Total Hardness,741,1.00000000,mg/L as CaCO3
Alameda,10/11/1956 10:05,Total Hardness,328,1.00000000,mg/L as CaCO3
Alameda,11/13/1957 00:00,Total Hardness,297,1.00000000,mg/L as CaCO3
Alameda,11/16/1956 08:50,Total Hardness,338,1.00000000,mg/L as CaCO3
Alameda,12/10/1956 10:40,Total Hardness,296,1.00000000,mg/L as CaCO3
Alameda,12/11/1958 00:00,Total Hardness,260,1.00000000,mg/L as CaCO3
Alameda,12/16/1959 13:40,Total Hardness,390,1.00000000,mg/L as CaCO3
Alameda,12/18/1957 11:45,Total Hardness,298,1.00000000,mg/L as CaCO3
Alameda,06/12/1964 09:00,Total Hardness,276,1.00000000,mg/L as CaCO3
Alameda,03/04/1965 07:15,Total Hardness,255,1.00000000,mg/L as CaCO3
Alameda,03/07/1967 09:40,Total Hardness,252,1.00000000,mg/L as CaCO3
Alameda,03/09/1966 09:40,Total Hardness,247,1.00000000,mg/L as CaCO3
Alameda,03/10/1964 00:00,Total Hardness,277,1.00000000,mg/L as CaCO3
Alameda,06/03/1966 08:50,Total Hardness,259,1.00000000,mg/L as CaCO3
Alameda,06/07/1967 09:30,Total Hardness,240,1.00000000,mg/L as CaCO3
Alameda,06/08/1965 11:30,Total Hardness,250,1.00000000,mg/L as CaCO3
Alameda,07/07/1969 00:00,Total Hardness,198,1.00000000,mg/L as CaCO3
Alameda,07/16/1968 00:00,Total Hardness,216,1.00000000,mg/L as CaCO3
Alameda,07/25/1977 14:20,Total Hardness,265,1.00000000,mg/L as CaCO3
Alameda,09/02/1965 00:00,Total Hardness,239,1.00000000,mg/L as CaCO3
Alameda,09/13/1966 09:00,Total Hardness,252,1.00000000,mg/L as CaCO3
Alameda,09/17/1964 09:30,Total Hardness,263,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 08:50,Total Hardness,188,1.00000000,mg/L as CaCO3
Alameda,09/29/1971 13:00,Total Hardness,226,1.00000000,mg/L as CaCO3
Alameda,10/01/1975 14:00,Total Hardness,244,1.00000000,mg/L as CaCO3
Alameda,12/03/1964 08:50,Total Hardness,250,1.00000000,mg/L as CaCO3
Alameda,12/05/1963 08:30,Total Hardness,278,1.00000000,mg/L as CaCO3
Alameda,12/07/1965 10:00,Total Hardness,238,1.00000000,mg/L as CaCO3
Alameda,10/30/1963 00:00,Total Hardness,262,1.00000000,mg/L as CaCO3
Alameda,07/30/1976 14:10,Total Hardness,234,1.00000000,mg/L as CaCO3
Alameda,08/13/1974 09:50,Total Hardness,214,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 08:50,Total Hardness,318,1.00000000,mg/L as CaCO3
Alameda,07/16/1968 00:00,Total Hardness,233,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 09:30,Total Hardness,252,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 09:50,Total Hardness,294,1.00000000,mg/L as CaCO3
Alameda,09/14/1960 00:00,Total Hardness,232,1.00000000,mg/L as CaCO3
Alameda,09/15/1965 00:00,Total Hardness,217,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 00:00,Total Hardness,309,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 10:30,Total Hardness,183,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 09:50,Total Hardness,384,1.00000000,mg/L as CaCO3
Alameda,09/26/1961 00:00,Total Hardness,228,1.00000000,mg/L as CaCO3
Alameda,10/02/1964 15:20,Total Hardness,235,1.00000000,mg/L as CaCO3
Alameda,10/30/1963 00:00,Total Hardness,268,1.00000000,mg/L as CaCO3
Alameda,11/05/1959 11:15,Total Hardness,290,1.00000000,mg/L as CaCO3
Alameda,09/25/1967 00:00,Total Hardness,221,1.00000000,mg/L as CaCO3
Alameda,06/11/1971 00:00,Total Hardness,340,1.00000000,mg/L as CaCO3
Alameda,06/11/1971 00:00,Total Hardness,456,1.00000000,mg/L as CaCO3
Alameda,06/10/1971 00:00,Total Hardness,540,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 10:00,Total Hardness,376,1.00000000,mg/L as CaCO3
Alameda,08/03/1976 11:00,Total Hardness,404,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 12:50,Total Hardness,390,1.00000000,mg/L as CaCO3
Alameda,09/20/1972 13:15,Total Hardness,414,1.00000000,mg/L as CaCO3
Alameda,10/09/1970 00:00,Total Hardness,360,1.00000000,mg/L as CaCO3
Alameda,07/25/1977 10:40,Total Hardness,312,1.00000000,mg/L as CaCO3
Alameda,09/20/1967 14:00,Total Hardness,288,1.00000000,mg/L as CaCO3
Alameda,07/26/1977 08:45,Total Hardness,261,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 10:10,Total Hardness,209,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 14:15,Total Hardness,272,1.00000000,mg/L as CaCO3
Alameda,07/26/1977 08:50,Total Hardness,383,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 00:00,Total Hardness,271,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 11:20,Total Hardness,263,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 14:25,Total Hardness,306,1.00000000,mg/L as CaCO3
Alameda,07/30/1976 14:25,Total Hardness,262,1.00000000,mg/L as CaCO3
Alameda,08/15/1974 11:15,Total Hardness,231,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 09:00,Total Hardness,264,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 14:05,Total Hardness,260,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 11:40,Total Hardness,262,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 14:00,Total Hardness,262,1.00000000,mg/L as CaCO3
Alameda,09/20/1967 13:30,Total Hardness,298,1.00000000,mg/L as CaCO3
Alameda,07/30/1976 14:40,Total Hardness,378,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 10:45,Total Hardness,301,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 00:00,Total Hardness,211,1.00000000,mg/L as CaCO3
Alameda,09/21/1978 09:15,Total Hardness,410,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 10:50,Total Hardness,479,1.00000000,mg/L as CaCO3
Alameda,09/21/1967 15:00,Total Hardness,1720,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 09:15,Total Hardness,706,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,999,1.00000000,mg/L as CaCO3
Alameda,09/29/1971 12:15,Total Hardness,913,1.00000000,mg/L as CaCO3
Alameda,06/04/1971 00:00,Total Hardness,653,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 00:00,Total Hardness,534,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 15:45,Total Hardness,898,1.00000000,mg/L as CaCO3
Alameda,09/28/1967 00:00,Total Hardness,702,1.00000000,mg/L as CaCO3
Alameda,09/30/1971 10:00,Total Hardness,1460,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,349,1.00000000,mg/L as CaCO3
Alameda,08/15/1974 11:00,Total Hardness,495,1.00000000,mg/L as CaCO3
Alameda,09/07/1976 10:50,Total Hardness,524,1.00000000,mg/L as CaCO3
Alameda,09/19/1973 10:00,Total Hardness,364,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 09:30,Total Hardness,527,1.00000000,mg/L as CaCO3
Alameda,10/19/1970 00:00,Total Hardness,393,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 08:30,Total Hardness,447,1.00000000,mg/L as CaCO3
Alameda,09/22/1971 14:20,Total Hardness,624,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 14:10,Total Hardness,518,1.00000000,mg/L as CaCO3
Alameda,07/25/1977 11:00,Total Hardness,549,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 14:45,Total Hardness,462,1.00000000,mg/L as CaCO3
Alameda,09/22/1967 00:00,Total Hardness,492,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 13:30,Total Hardness,577,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 00:00,Total Hardness,196,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 15:00,Total Hardness,124,1.00000000,mg/L as CaCO3
Alameda,09/29/1971 09:05,Total Hardness,170,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 13:16,Total Hardness,128,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 14:20,Total Hardness,157,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 13:10,Total Hardness,131,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 00:00,Total Hardness,199,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 11:40,Total Hardness,177,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 14:25,Total Hardness,148,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 13:00,Total Hardness,134,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,138,1.00000000,mg/L as CaCO3
Alameda,07/24/1967 10:45,Total Hardness,562,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,570,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 11:40,Total Hardness,166,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,190,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 10:00,Total Hardness,116,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,458,1.00000000,mg/L as CaCO3
Alameda,09/27/1967 00:00,Total Hardness,1116,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,283,1.00000000,mg/L as CaCO3
Alameda,07/28/1977 13:30,Total Hardness,380,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 11:10,Total Hardness,294,1.00000000,mg/L as CaCO3
Alameda,09/21/1971 10:25,Total Hardness,310,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 10:20,Total Hardness,346,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 14:10,Total Hardness,187,1.00000000,mg/L as CaCO3
Alameda,09/07/1976 10:15,Total Hardness,189,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 11:20,Total Hardness,191,1.00000000,mg/L as CaCO3
Alameda,09/20/1967 00:00,Total Hardness,1980,1.00000000,mg/L as CaCO3
Alameda,09/21/1967 00:00,Total Hardness,513,1.00000000,mg/L as CaCO3
Alameda,05/26/1971 00:00,Total Hardness,5970,1.00000000,mg/L as CaCO3
Alameda,09/20/1967 00:00,Total Hardness,172,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 11:15,Total Hardness,275,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 14:30,Total Hardness,264,1.00000000,mg/L as CaCO3
Alameda,09/21/1978 09:45,Total Hardness,277,1.00000000,mg/L as CaCO3
Alameda,09/20/1967 00:00,Total Hardness,422,1.00000000,mg/L as CaCO3
Alameda,06/04/1968 11:00,Total Hardness,12500,1.00000000,mg/L as CaCO3
Alameda,06/04/1968 00:00,Total Hardness,774,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 10:50,Total Hardness,163,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 14:50,Total Hardness,148,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 15:15,Total Hardness,138,1.00000000,mg/L as CaCO3
Alameda,09/21/1967 00:00,Total Hardness,94,1.00000000,mg/L as CaCO3
Alameda,08/04/1977 13:00,Total Hardness,606,1.00000000,mg/L as CaCO3
Alameda,09/19/1973 08:45,Total Hardness,589,1.00000000,mg/L as CaCO3
Alameda,09/21/1971 12:30,Total Hardness,516,1.00000000,mg/L as CaCO3
Alameda,09/25/1967 00:00,Total Hardness,1070,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 08:50,Total Hardness,546,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 13:00,Total Hardness,318,1.00000000,mg/L as CaCO3
Alameda,08/13/1974 09:20,Total Hardness,328,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 16:00,Total Hardness,256,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 11:45,Total Hardness,370,1.00000000,mg/L as CaCO3
Alameda,08/15/1974 14:00,Total Hardness,3540,1.00000000,mg/L as CaCO3
Alameda,09/26/1967 00:00,Total Hardness,2080,1.00000000,mg/L as CaCO3
Alameda,10/06/1971 14:30,Total Hardness,3080,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 10:30,Total Hardness,400,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 13:55,Total Hardness,394,1.00000000,mg/L as CaCO3
Alameda,09/18/1972 14:45,Total Hardness,404,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 12:00,Total Hardness,370,1.00000000,mg/L as CaCO3
Alameda,09/22/1967 00:00,Total Hardness,351,1.00000000,mg/L as CaCO3
Alameda,08/02/1976 10:40,Total Hardness,1520,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 15:05,Total Hardness,788,1.00000000,mg/L as CaCO3
Alameda,09/18/1967 16:15,Total Hardness,848,1.00000000,mg/L as CaCO3
Alameda,06/04/1968 13:15,Total Hardness,208,1.00000000,mg/L as CaCO3
Alameda,07/26/1977 10:45,Total Hardness,161,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 14:50,Total Hardness,105,1.00000000,mg/L as CaCO3
Alameda,09/29/1971 08:30,Total Hardness,77,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 09:15,Total Hardness,102,1.00000000,mg/L as CaCO3
Alameda,06/03/1968 17:30,Total Hardness,9700,1.00000000,mg/L as CaCO3
Alameda,06/03/1968 18:45,Total Hardness,503,1.00000000,mg/L as CaCO3
Alameda,05/26/1971 00:00,Total Hardness,258,1.00000000,mg/L as CaCO3
Alameda,07/25/1977 11:25,Total Hardness,147,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 14:30,Total Hardness,79,1.00000000,mg/L as CaCO3
Alameda,09/29/1971 09:30,Total Hardness,66,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 13:48,Total Hardness,81,1.00000000,mg/L as CaCO3
Alameda,09/21/1967 00:00,Total Hardness,78,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 14:20,Total Hardness,90,1.00000000,mg/L as CaCO3
Alameda,09/21/1971 13:30,Total Hardness,64,1.00000000,mg/L as CaCO3
Alameda,09/25/1967 00:00,Total Hardness,60,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 11:15,Total Hardness,85,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 15:20,Total Hardness,444,1.00000000,mg/L as CaCO3
Alameda,08/03/1976 09:45,Total Hardness,366,1.00000000,mg/L as CaCO3
Alameda,08/12/1974 13:25,Total Hardness,356,1.00000000,mg/L as CaCO3
Alameda,09/19/1978 10:45,Total Hardness,288,1.00000000,mg/L as CaCO3
Alameda,09/19/1972 13:10,Total Hardness,1040,1.00000000,mg/L as CaCO3
Alameda,09/25/1967 00:00,Total Hardness,671,1.00000000,mg/L as CaCO3
Alameda,09/21/1967 00:00,Total Hardness,797,1.00000000,mg/L as CaCO3
Alameda,05/25/1971 00:00,Total Hardness,29,1.00000000,mg/L as CaCO3
Alameda,07/25/1977 11:45,Total Hardness,65,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 14:00,Total Hardness,66,1.00000000,mg/L as CaCO3
Alameda,09/29/1970 13:00,Total Hardness,30,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 11:30,Total Hardness,33,1.00000000,mg/L as CaCO3
Alameda,05/25/1971 00:00,Total Hardness,19,1.00000000,mg/L as CaCO3
Alameda,09/18/1973 14:30,Total Hardness,23,1.00000000,mg/L as CaCO3
Alameda,09/21/1971 13:00,Total Hardness,20,1.00000000,mg/L as CaCO3
Alameda,09/25/1967 00:00,Total Hardness,19,1.00000000,mg/L as CaCO3
Alameda,10/02/1975 11:45,Total Hardness,25,1.00000000,mg/L as CaCO3
Alameda,05/28/1968 19:00,Total Hardness,9750,1.00000000,mg/L as CaCO3
Alameda,05/20/1968 17:00,Total Hardness,11000,1.00000000,mg/L as CaCO3
Alameda,05/20/1968 14:00,Total Hardness,15600,1.00000000,mg/L as CaCO3
Alameda,10/21/1970 00:00,Total Hardness,16000,1.00000000,mg/L as CaCO3
Alameda,07/26/1977 14:30,Total Hardness,119,1.00000000,mg/L as CaCO3
Alameda,09/19/1973 14:00,Total Hardness,93,1.00000000,mg/L as CaCO3
Alameda,10/06/1971 08:30,Total Hardness,89,1.00000000,mg/L as CaCO3
Alameda,10/08/1975 11:30,Total Hardness,88,1.00000000,mg/L as CaCO3
Alameda,10/22/1958 12:25,Total Hardness,288,1.00000000,mg/L as CaCO3
Alameda,10/10/1958 08:30,Total Hardness,264,1.00000000,mg/L as CaCO3
Alameda,01/05/1957 03:00,Total Hardness,138,1.00000000,mg/L as CaCO3
Alameda,01/20/1957 03:00,Total Hardness,160,1.00000000,mg/L as CaCO3
Alameda,01/28/1958 09:45,Total Hardness,165,1.00000000,mg/L as CaCO3
Alameda,03/03/1958 02:40,Total Hardness,140,1.00000000,mg/L as CaCO3
Alameda,03/31/1957 11:00,Total Hardness,165,1.00000000,mg/L as CaCO3
Alameda,07/04/1957 11:00,Total Hardness,154,1.00000000,mg/L as CaCO3
Alameda,11/02/1956 02:00,Total Hardness,150,1.00000000,mg/L as CaCO3
Alameda,11/10/1956 03:00,Total Hardness,166,1.00000000,mg/L as CaCO3
Alameda,11/16/1956 19:00,Total Hardness,172,1.00000000,mg/L as CaCO3
Alameda,02/16/1978 12:00,Total Hardness,149,5.00000000,mg/L as CaCO3
Alameda,02/23/1978 13:25,Total Hardness,156,5.00000000,mg/L as CaCO3
Alameda,03/01/1978 13:15,Total Hardness,158,5.00000000,mg/L as CaCO3
Alameda,03/06/1978 13:00,Total Hardness,156,5.00000000,mg/L as CaCO3
Alameda,03/13/1978 11:50,Total Hardness,144,5.00000000,mg/L as CaCO3
Alameda,03/29/1973 09:00,Total Hardness,129,5.00000000,mg/L as CaCO3
Alameda,03/29/1973 09:30,Total Hardness,127,5.00000000,mg/L as CaCO3
Alameda,03/29/1973 09:45,Total Hardness,142,5.00000000,mg/L as CaCO3
Alameda,04/12/1978 11:30,Total Hardness,130,5.00000000,mg/L as CaCO3
Alameda,04/24/1978 11:00,Total Hardness,137,5.00000000,mg/L as CaCO3
Alameda,05/04/1978 11:30,Total Hardness,139,5.00000000,mg/L as CaCO3
Alameda,06/12/1978 13:00,Total Hardness,155,5.00000000,mg/L as CaCO3
Alameda,08/08/1977 12:00,Total Hardness,170,5.00000000,mg/L as CaCO3
Alameda,08/08/1978 12:45,Total Hardness,164,5.00000000,mg/L as CaCO3
Alameda,08/23/1977 12:30,Total Hardness,166,5.00000000,mg/L as CaCO3
Alameda,08/28/1973 08:00,Total Hardness,169,5.00000000,mg/L as CaCO3
